color,x,y,z,a,b,c,d,e,f,g,h,i,part
8,0.0,-48.0,120.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3068b
7,49.485279,-27.485283,80.0,-0.707107,-0.707107,0.0,-0.707107,0.707107,0.0,0.0,0.0,-1.0,4150
7,-49.450657,-27.208202,80.0,-0.707107,0.707107,0.0,0.707107,0.707107,0.0,0.0,0.0,-1.0,4150
320,0.0,-48.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3794b
7,0.0,-48.0,-10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4287
8,0.0,-48.0,-30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,47905
47,0.0,-32.0,-50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3024
47,0.0,-40.0,-50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3024
47,0.0,-48.0,-50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3024
7,18.198486,-37.801498,-30.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,4592
0,18.198486,-37.801498,-30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,4593
7,-18.198513,-37.801498,-30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,4592
0,-18.198513,-37.801498,-30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4593
7,30.0,0.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3665
7,30.0,0.0,150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3665
7,-30.0,0.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3665
7,-30.0,0.0,150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3665
7,30.0,0.0,-10.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4070
7,-30.0,0.0,170.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,4070
7,-30.0,0.0,-10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,4070
7,30.0,0.0,170.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,4070
8,30.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
8,-30.0,24.0,160.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
8,-30.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
8,30.0,24.0,160.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
8,60.0,14.0,80.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,44728
8,-60.0,14.0,80.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,44728
47,0.0,-56.0,-50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3024
7,0.0,-56.0,-20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3023
8,0.0,-56.0,40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3023
7,0.0,-48.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
320,0.0,-64.0,-40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3069b
7,0.0,-64.0,-10.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3070b
8,0.0,-64.0,30.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2555
320,0.0,-72.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20009
8,52.0,53.0,-26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20009
8,52.0,53.0,186.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,20009
8,-48.0,53.0,186.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,20009
8,-48.0,53.0,-26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20009
7,68.0,14.0,80.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,60470a
7,-68.0,14.0,80.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,60470a
7,66.0,34.0,80.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4697b
7,-66.0,34.0,80.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4697b
7,-66.0,45.0,80.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,43898
7,66.0,45.0,80.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,43898
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48336
0,0.0,-8.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4623
7,0.0,-18.0,-17.0,1.0,0.0,0.0,0.0,0.258819,-0.965926,0.0,0.965926,0.258819,60470a
320,0.0,-20.0,-24.0,1.0,0.0,0.0,0.0,0.258819,-0.965926,0.0,0.965926,0.258819,3794b
0,0.0,-26.0,-47.0,1.0,0.0,0.0,0.0,0.258819,-0.965926,0.0,0.965926,0.258819,4589
0,0.0,-47.0,-126.0,1.0,0.0,0.0,0.0,-0.258819,0.965925,0.0,-0.965925,-0.258819,63965
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,1.0,4740
8,0.0,-8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2555
8,0.0,-15.0,0.0,-1.0,0.0,0.0,-0.0,0.866025,-0.5,-0.0,-0.5,-0.866025,30375
