color,x,y,z,a,b,c,d,e,f,g,h,i,part
15,-40.0,-10.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,43722
72,-60.0,-18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,6019
71,-80.0,-16.0,-50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,61184
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30051
320,-30.0,-18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
71,30.0,-2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,63868
15,40.0,-10.0,10.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,43723
72,60.0,-18.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,6019
71,80.0,-16.0,-50.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,61184
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30051
320,30.0,-18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
