color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,50.0,-14.0,138.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024
0,-50.0,-14.0,138.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024
15,0.0,-14.0,170.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,92593
0,-30.0,-14.0,178.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024
0,30.0,-14.0,178.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,3024
71,0.0,4.0,144.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,3794b
71,-30.0,4.0,144.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,25269
0,30.0,4.0,144.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,32828
15,0.0,-32.0,150.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,18980
4,0.0,-40.0,150.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,18980
15,0.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,85984
15,0.0,-50.0,160.0,-1.0,0.0,0.0,0.0,0.857,-0.514,0.0,-0.514,-0.857,75895
15,-30.0,-48.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
15,30.0,-48.0,130.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3023
15,-30.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
15,30.0,-40.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
15,0.0,-56.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3020
15,-50.0,-40.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,11477
15,50.0,-40.0,130.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,11477
15,50.0,-48.0,60.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
15,-50.0,-48.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
15,0.0,-64.0,90.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3031
15,40.0,-56.0,-90.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,18974
15,-40.0,-56.0,-90.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,18974
15,0.0,-56.0,-50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3001
0,0.0,-24.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3829c01
0,0.0,0.0,-150.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18980
0,0.0,-24.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4865b
0,-30.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000
0,-10.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000
0,10.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000
0,30.0,-24.0,-130.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32000
1,-10.0,-32.0,-140.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2420
1,10.0,-32.0,-140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2420
1,10.0,-40.0,-120.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2420
1,-10.0,-40.0,-120.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2420
19,0.0,-40.0,-80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3023
4,0.0,-48.0,-90.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3022
15,0.0,-56.0,-80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3069b
0,-40.0,-8.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35480
0,-50.0,-32.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4070
0,-30.0,-32.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4070
0,40.0,-8.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35480
0,30.0,-32.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4070
0,50.0,-32.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4070
15,0.0,-22.0,-174.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,3023
15,-30.0,-22.0,-190.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,50950
15,-30.0,-22.0,-190.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,75895
15,-30.0,-32.0,-178.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75895
15,30.0,-22.0,-190.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,50950
15,30.0,-22.0,-190.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,75895
15,30.0,-32.0,-178.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75895
15,-30.0,-56.0,-140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50950
15,30.0,-56.0,-140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50950
15,0.0,-56.0,-130.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,93606
15,0.0,-40.144,-161.0,1.0,0.0,0.0,0.0,0.908,-0.418,0.0,0.418,0.908,75895
15,-50.0,-56.0,-120.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3024
15,50.0,-56.0,-120.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3024
15,50.0,-40.0,-160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25269
15,-50.0,-40.0,-160.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,25269
15,-50.0,-64.0,-100.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,63864
15,50.0,-64.0,-100.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,63864
15,-50.0,-48.0,-60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
15,50.0,-48.0,-60.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
72,-30.0,-14.0,-140.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11214
15,-50.0,-34.0,-140.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,42003
71,-50.0,-54.0,-150.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,4274
47,-50.0,-54.0,-158.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98138
72,30.0,-14.0,-140.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,11214
15,50.0,-34.0,-140.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,42003
71,50.0,-54.0,-150.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,4274
47,50.0,-54.0,-158.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98138
70,52.0,-26.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,32124
15,44.0,-36.0,40.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,11477
15,44.0,-36.0,10.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,15068
15,44.0,-36.0,-30.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,15068
70,-52.0,-26.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,32124
15,-44.0,-36.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11477
15,-44.0,-36.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15068
15,-44.0,-36.0,-30.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15068
40,-30.0,-64.0,60.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
40,30.0,-64.0,60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
0,0.0,-72.0,80.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3710
15,0.0,-72.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,92593
15,-20.0,-64.0,120.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,85984
15,20.0,-64.0,120.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,85984
15,-20.0,-96.0,70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,93606
15,-20.0,-96.0,70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,75895
15,20.0,-96.0,70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,93606
15,20.0,-96.0,70.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,75895
0,0.0,-72.0,160.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,99206
0,-20.0,-72.0,140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
0,20.0,-72.0,140.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
15,30.0,-64.0,150.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,99780
15,-30.0,-64.0,150.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,99780
15,-30.0,-72.0,160.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b
15,30.0,-72.0,160.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3070b
0,52.0,-66.0,160.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,3024
0,-52.0,-66.0,160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,3024
0,-44.0,-66.0,150.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,11477
0,44.0,-66.0,150.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11477
0,0.0,-66.0,178.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,3666
0,-40.0,-66.0,178.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,85984
0,0.0,-66.0,178.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,85984
0,40.0,-66.0,178.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,85984
40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,57783
15,0.0,-8.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,87079
71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44294
71,65.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32123b
71,60.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,55982
256,60.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,18977
71,-60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,55982
256,-60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,18977
71,-65.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,32123b
25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3024
25,0.0,-24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,59900
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3815b
0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3816b
0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3817b
70,0.0,-32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,973
70,-15.552,-23.0,0.0,0.985,-0.17,0.0,0.17,0.985,0.0,0.0,0.0,1.0,3818
70,15.552,-23.0,0.0,0.985,0.17,0.0,-0.17,0.985,0.0,0.0,0.0,1.0,3819
14,-23.69,-5.226,-9.898,0.985,-0.12,0.12,0.17,0.696,-0.696,0.0,0.707,0.707,3820
14,23.69,-5.226,-9.898,0.985,0.12,-0.12,-0.17,0.696,-0.696,0.0,0.707,0.707,3820
14,0.0,-56.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3626cp8s
308,0.0,-56.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,62810
0,40.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2446
47,40.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2447
16,0.0,-0.25,0.0,17.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,8.5,box5-12
16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75895
16,0.0,-0.25,0.0,17.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,8.5,box5-12
16,0.0,-0.25,0.0,0.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.56,s\75895
16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75895
