color,x,y,z,a,b,c,d,e,f,g,h,i,part
0,40.0,-6.0,-42.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4593
15,-10.0,-40.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
15,-10.0,-40.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
15,-10.0,-40.0,10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
15,-10.0,-40.0,-10.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3794a
4,-10.0,-40.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2540
15,-10.0,-48.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3710
320,-10.0,-40.0,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54200
15,-10.0,-56.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2431
15,-10.0,-38.0,-50.0,1.0,0.0,0.0,0.0,0.939693,-0.34202,0.0,0.34202,0.939693,30050
15,-60.0,-6.0,30.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30050
15,40.0,-6.0,30.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,30050
0,0.0,-2.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6019
71,0.0,6.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4595
320,0.0,16.0,-66.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,3024
320,0.0,-2.0,-50.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3023
47,0.0,-2.0,-40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54200
320,0.0,-2.0,-20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,54200
15,18.0,2.0,-40.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,43722
15,-18.0,2.0,-40.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,43723
320,-70.0,14.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54384
15,-30.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41769
14,-60.0,6.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3070b
15,-20.0,-2.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,60470a
320,70.0,14.0,10.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54383
15,30.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41770
14,60.0,6.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3070b
15,20.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,60470a
