color,x,y,z,a,b,c,d,e,f,g,h,i,part
70,0.0,-40.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3700
72,0.0,-56.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3002
71,0.0,-56.0,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3660
288,-30.0,-56.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6091
288,30.0,-56.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6091
288,30.0,-56.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6091
288,-30.0,-56.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6091
71,30.0,-56.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3069b
71,-30.0,-56.0,20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3069b
0,-10.0,-64.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,87087
0,10.0,-64.0,50.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,87087
0,0.0,-64.0,30.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3023
0,0.0,-44.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,30602
0,0.0,-64.0,40.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30602
0,0.0,-64.0,-40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20019
0,29.0,-59.0,-120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,20019
0,-29.0,-59.0,-120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,20019
71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44294
71,70.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,30553
71,45.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32123a
71,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3713
71,-30.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3713
71,-45.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,32123a
71,-70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30553
71,80.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20019
71,-80.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20019
19,0.0,14.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30357
71,10.0,6.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
72,10.0,6.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30383
71,20.0,6.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,54200
19,0.0,14.0,20.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,30357
72,-10.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30383
71,-10.0,6.0,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2412b
71,-20.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,54200
288,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3666
288,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3666
72,0.0,-24.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30165
72,0.0,-24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,30165
72,0.0,-24.0,-60.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,6192
71,0.0,0.0,-80.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4600
71,0.0,-32.0,40.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,3069b
288,0.0,-32.0,-20.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,2431
0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,48729
72,0.0,6.0,-43.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,30162
0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,48729
72,0.0,6.0,-43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,30162
